LogID,Symptom,Issue,Resolution
114887,"Version # (if applicable): Data Staging IsScrapBin (please indicate for FSA issue): Report/UI: Capacity Group Mapping (VGG) Item(s)/ItemGroup(s)/Location(s): StandardItem Problem Description: There's no ""Cayman Point Assy 1"" Vanguard Group name appear in the drop-down list to map for 4 CEIDs (CLBb, FARd, LPOb & TSXf). These for CEIDs appeared out in Fallout Report as well as invalid StandardItem.","There's no ""Cayman Point Assy 1"" Vanguard Group name appear in the drop-down list to map for 4 CEIDs (CLBb, FARd, LPOb & TSXf). These for CEIDs appeared out in Fallout Report as well as invalid StandardItem."," - Bom CAYMAN POINT FCBGAEXAD A-0 CMQ-BOM G6 -  -_NSB_AXX is an extension from CAYMAN POINT FCBGAEXAD A-0 CMP-BOM G6 - - which is already invalid and not receive item characteristic data from SPAN. Requires user to check is this request item still valid if not valid, need to remap request item. - User mapped with the valid BOM and it's visible in UI now. User agrees to close the ticket."
114894,Version # (if applicable): 35253 (PLNG version) IsScrapBin (please indicate for FSA issue): Report/UI: Site Cap Qual Item(s)/ItemGroup(s)/Location(s): KM5 Problem Description: Site cap qual for Cayman Point is missing. Need help CAYMAN POINT FCBGAEXAD A-0 CMP-BOM G6 - - CAYMAN POINT FCBGAEXAD A-0 CMQ-BOM G6 - - CAYMAN POINT FCBGAEXAD A-0 CMR-BOM G6 - - CAYMAN POINT FCBGAEXAD A-0 CMS-BOM G6 - -,Site cap qual for Cayman Point is missing. Need help CAYMAN POINT FCBGAEXAD A-0 CMP-BOM G6 - - CAYMAN POINT FCBGAEXAD A-0 CMQ-BOM G6 - - CAYMAN POINT FCBGAEXAD A-0 CMR-BOM G6 - - CAYMAN POINT FCBGAEXAD A-0 CMS-BOM G6 - -," the CAYMAN point request items are old item, not receive item characteristic data from SPAN they are obsolete"
114896,Version # (if applicable): 35268 IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: VGG solve failed,VGG solve failed,STHe inventory is zero in ww29 but having some small number of NSMUSD hours. You can check across horizon and rerun solve.
114899,"Version # (if applicable): DataStaging and Ver35271 IsScrapBin (please indicate for FSA issue): PSICapgroup: HDM_CT_SOCKET_SPR SP XCC_TEST_FUSE Report/UI: PSICapgroup UI (Data staging) Capacity Resource Parameter (Ver35272) Item(s)/ItemGroup(s)/Location(s): Problem Description: Around 3pm W31.2 c2c out Ver35271 HDM_CT_SOCKET_SPR SP XCC_TEST_FUSE already inactive, but when beeling pull the fallout report, it active again. .Need help to check on this.. Currently data staging fix by inactive again","Around 3pm W31.2 c2c out Ver35271 HDM_CT_SOCKET_SPR SP XCC_TEST_FUSE already inactive, but when beeling pull the fallout report, it active again. .Need help to check on this.. Currently data staging fix by inactive again",".  The issue was caused by a hotfix made to the same function in charge of  if Psicapgroup/Psicapgroupgroup is active/inactive, this change has been reverted."
114915,Version # (if applicable): 35284 IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: Solve fail. need help to check 1) Error In Solve: ATMPS_IE_EC_Calc_SubSolve [Infeasible] : [Infeasible ] (PerfMon| Total  00:00:23.2481375 (ModGen RT: 00:00:21.5820967| CPLEX RT:00:00:01.6660408 ),Solve fail. need help to check 1) Error In Solve: ATMPS_IE_EC_Calc_SubSolve [Infeasible] : [Infeasible ] (PerfMon| Total  00:00:23.2481375 (ModGen RT: 00:00:21.5820967| CPLEX RT:00:00:01.6660408 ),"SPR-EEC MCC_NCSE has cap target but both request items are disqualified, please remove the cap target or qualify request items and rerun solve."
114918,"Version # (if applicable): 35278 IsScrapBin (please indicate for FSA issue): Report/UI: Site Split & Management Summary Report Item(s)/ItemGroup(s)/Location(s): RAPTOR LAKE FC-BGA16F J-5 BMN-BOM H6 24 MB, RAPTOR LAKE FC-BGA16F J-2 ALN-BOM H6 24 MB & RAPTOR LAKE FC-BGA16F J-4 ALN-BOM H6 24 MB Problem Description: Request number in ATMPS CR version is undercaptured compare to OneMPS publication on the 2 products (3 BOMs) above. Pls help to investigate the gap.",Request number in ATMPS CR version is undercaptured compare to OneMPS publication on the 2 products (3 BOMs) above. Pls help to investigate the gap.,The discrepancy in the Request quantity is because the DLCP assumption is not assigned to the child. ___________________________ 
114920,Version # (if applicable): #35298 IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: EC solve failed,EC solve failed, same as 114921.
114921,Version # (if applicable): #35298 IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: EC solve failed,EC solve failed," NSF yield on the 2nd stage is double counted, tech team will further check and fix it. For now change the finish yield2 in frozen horizon to 1."
114922,Version # (if applicable): 35300 IsScrapBin (please indicate for FSA issue): Report/UI: Run Solve Item(s)/ItemGroup(s)/Location(s): Problem Description: WIF Solve fails when using BP Solve flag Flags used: OFG_FollowDLCPAssumptionFlag OFG_IE_BP_Solve WIF_MaxCapacityFlag,WIF Solve fails when using BP Solve flag Flags used: OFG_FollowDLCPAssumptionFlag OFG_IE_BP_Solve WIF_MaxCapacityFlag," Elaine: The DLCP is mismatch between planning item and IE item, there is no ACU/ACV for vg item. User fixed data to run solve. Bee Ling found there are many items in DS with DLCP fallout, which may need AD further to check. - Included CR location in autonomous job process hereafter dlcp mapping will be fixed."
114928,"Version # (if applicable): 35315 IsScrapBin (please indicate for FSA issue): Report/UI: RRS report Item(s)/ItemGroup(s)/Location(s): Problem Description: There is TDI setup for HBI_ARL S8161 (WW36 - WW39, TDI  0.258), however the capacity can response up to 0.333 tools from WW36 to WW39. Please help to check.","There is TDI setup for HBI_ARL S8161 (WW36 - WW39, TDI  0.258), however the capacity can response up to 0.333 tools from WW36 to WW39. Please help to check."," Elaine: There are 2 operations BURNIN and BURNIN2 for TDI, but TDI vgg only mapped to BURNIN. Roopa has help to add BURNIN2 in user version, user will need to fix from DS for future versions."
114929,"Version # (if applicable): 35318 IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: no CC across various product such as CPU MB: RPL P282 non UV/UX, CPU MB: RPL P682 non UV/UX","no CC across various product such as CPU MB: RPL P282 non UV/UX, CPU MB: RPL P682 non UV/UX", SS_VGG_HDM_CT_SOCKET_ADL RPL P capacity is zero because of zero inventory. User fixed and results look good.
114931,Version # (if applicable): 35286 IsScrapBin (please indicate for FSA issue): Report/UI: Limiter Chart by VGG report Item(s)/ItemGroup(s)/Location(s): Problem Description: There was no response for SPR SP MCC (Montage) in VGG sovle even though we have enough capacity to support.,There was no response for SPR SP MCC (Montage) in VGG sovle even though we have enough capacity to support.,",,, The VGG capacity for CR_VGG_FWSb is all zero, user fixed it."
114932,"Version # (if applicable): V35328 IsScrapBin (please indicate for FSA issue): W47 MTL H682 Child 1 FF C5 Step Not able to response to Cap Target W47&W49 PVC 2T FF not able to response to cap target Report/UI: Limiter chart by VGG report Item(s)/ItemGroup(s)/Location(s): Problem Description: Checked no constrain in the vgg unused report and no test tool constrain, need further more check from tech team.","Checked no constrain in the vgg unused report and no test tool constrain, need further more check from tech team.","W47 - W49 PVC 2T FF: constrained by HXVab main tool. W47 MTL H682 Child 1 FF C5 Step: there are some gap in solver to handle convert by whole tool between PSIcapgroup and L2 resource. e,g. when solver use HMVbb for Test_MPS, tool req is 0.4, from main tool wise, it will cost 1 full tool, how about from PSIcapgroup? Should we reserve 1 full tool (5 PSIcapgroups) or just 0.4*52 PSIcapgroups for it? And BTW the PSIcapgroup is sharing among HXVab/HXVaf/HMVbb, we didnâ€™t consider such case."
114934,Version # (if applicable): 35287 IsScrapBin (please indicate for FSA issue): Report/UI: Limiter Chart VGG Item(s)/ItemGroup(s)/Location(s): KM5 Problem Description: Cayman point no capacity run out across horizon in VGG solve. Need help to check,Cayman point no capacity run out across horizon in VGG solve. Need help to check," RC: Invalid standard Item, the standard item is obsolete item"
114935,Version # (if applicable): 35318 IsScrapBin (please indicate for FSA issue): Report/UI: Limiter Chart by VGG report Item(s)/ItemGroup(s)/Location(s): Problem Description: CPU MB: LNL Die attach shows ACL as 1st limiter but ACL inv still has 4 tools excess,CPU MB: LNL Die attach shows ACL as 1st limiter but ACL inv still has 4 tools excess,
114937,Version # (if applicable): 35312 IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: ADL N01 TEST_MPS requirement is not corresponding to VGGPC in RRS report,ADL N01 TEST_MPS requirement is not corresponding to VGGPC in RRS report," solver allocation mainly on HXVaf, but this prod does not have conversion group set up for HXVaf, so RRS report will not show it."
114941,"Version # (if applicable): 35318 IsScrapBin (please indicate for FSA issue): Report/UI: Limiter Chart by VGG report Item(s)/ItemGroup(s)/Location(s): Problem Description: what is limiter for CPU MB: LNL M442 Die attach, CPU MB: RPL P682 R Non UV/UX, CPU DT: ADL S601 non UV/UX, CPU DT: ADL S881 UV/UX, CPU DT: RPL S8161 R HP in Q4 ?","what is limiter for CPU MB: LNL M442 Die attach, CPU MB: RPL P682 R Non UV/UX, CPU DT: ADL S601 non UV/UX, CPU DT: ADL S881 UV/UX, CPU DT: RPL S8161 R HP in Q4 ?","HXVab main tool is the major limiter, after user adding more inventory, results look better, user agreed to close ticket."
114942,"Version # (if applicable): 35353 IsScrapBin (please indicate for FSA issue): Report/UI: RRS Report Item(s)/ItemGroup(s)/Location(s): Problem Description: There are total 4 hrs USD for FP82/84 at HXVab in Q1'25. However, why RRs report not showing 4 hours (0.012tool for USD)? Please help to check.","There are total 4 hrs USD for FP82/84 at HXVab in Q1'25. However, why RRs report not showing 4 hours (0.012tool for USD)? Please help to check."," As per the design when 1 TDI has multiple conversion group, we only put in one conversion group 1 TDI only 1 conversion group. So report consider only FM 84 and exclude FM 82 Comments - User asking for enhancement to consider different conversion group. Suggest user to add the requirement with PO . User confirm to close the pool."
114962,Version # (if applicable): 35341 IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: VN has new C2C for AugSDA to fix mapping/conversion group. Run VGGPC failed. Already turned off invalid PSIcapgroup,VN has new C2C for AugSDA to fix mapping/conversion group. Run VGGPC failed. Already turned off invalid PSIcapgroup," GPU,Client GPU,BMG-21,ASSY-TEST 1 ONLY,21,FGM,2362,FCBGAEXF,41.5x34,Battlemage-G21 (X2-6CH),REV::280641 map to request item BATTLEMAGE FCBGAEXF A-0 BMG-BOM 33 0 MB_TEST but VG EUPH include finish operations as well, such as PPV SPM. Suggested user to change finish yield to 1 as work around, but user need to fix the mapping in DS for future versions."
114968,"Version # (if applicable): 35283 Report/UI: Publish to SPAN/One MPS Problem Description: GRANITE RAPIDS-COMPUTE-X GNRLCC::GRANITE RAPIDS FCLGA18N H-16 AAA-BOM Y8- - site response not publishing to SPO reporting OneMPS, already checked site cap qual and do not see issue.","GRANITE RAPIDS-COMPUTE-X GNRLCC::GRANITE RAPIDS FCLGA18N H-16 AAA-BOM Y8- - site response not publishing to SPO reporting OneMPS, already checked site cap qual and do not see issue."," - RI Group for GRANITE RAPIDS-COMPUTE-X GNRLCC::GRANITE RAPIDS FCLGA18N H-16 AAA-BOM Y8- -_Child3 is Group 2, to publish the Site Response, RI Group must be change for 2, generate a new version and publish to OneMPS again."
114974,Version # (if applicable): 35341 IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): Version solved successfully but no VGGPC for ADL/RPL P282/P682 or there is limiter capacity but VGGPC  0. Checked all collateral/L2 limiter but all have excess Problem Description:,,User confirmed to close the ticket.  There was a corner case in Generate VGG functionality due to which it didnâ€™t generate the Capacity. We have fixed the issue now. You may have to regenerate the VGG to get them reflected in other areas. Thanks. - 
